"","race","age","engnat","gender","hand","source","country","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10"
"11166","European",67,"Yes","Female","Right",1,"US",5,1,5,1,5,5,3,1,1,1,1,5,1,1,1,5,5,3,5,3,1,1,1,1,1,1,1,1,5,5,1,1,1,1,3,5,1,5,3,1,5,1,5,3,5,3,5,5,5,3
"11167","European",32,"Yes","Male","Right",5,"US",3,2,2,3,3,2,2,1,4,4,4,4,4,4,5,1,4,2,2,2,4,3,3,2,2,2,2,2,2,4,2,4,3,3,4,2,4,4,3,2,5,5,5,5,4,5,5,5,2,5
"11168","European",55,"Yes","Female","Right",1,"US",3,3,3,3,4,3,3,1,2,1,1,3,1,2,3,3,3,2,1,2,1,1,1,1,1,1,1,1,5,5,1,5,1,1,3,5,5,4,3,3,3,5,5,5,5,5,5,1,4,2
"11169","European",35,"Yes","Female","Left",1,"AU",1,4,5,4,4,4,2,3,3,2,3,3,2,3,5,3,2,3,4,2,1,1,1,1,1,1,1,1,5,3,3,4,1,3,3,5,1,5,2,1,2,3,3,3,3,5,4,1,4,2
"11170","Mixed",27,"Yes","Female","Left",1,"US",5,4,1,3,5,4,5,5,5,3,2,3,2,1,5,3,1,5,4,5,3,5,4,3,3,2,5,3,4,5,3,4,1,5,5,1,4,2,2,3,1,5,5,5,4,5,5,4,5,5
"11171","Mixed",14,"Yes","Female","Right",1,"AU",3,3,3,2,3,3,5,3,5,2,1,2,1,4,3,3,1,4,5,5,5,2,3,2,1,3,1,1,5,3,2,4,3,5,4,1,3,4,2,3,4,3,5,2,4,5,3,4,4,4
"11172","Missed",21,"No","Female","Right",1,"US",3,3,5,4,4,4,4,3,4,2,3,5,3,2,4,3,3,3,3,2,1,1,1,1,1,1,2,2,5,5,3,5,1,3,4,2,4,2,3,1,2,1,4,3,3,4,3,2,3,5
"11173","West African",18,"Yes","Male","Left",2,"US",3,5,3,5,5,5,5,5,4,2,4,5,2,1,3,2,4,1,1,1,1,1,3,2,1,3,1,2,3,3,4,2,4,2,4,2,4,3,5,3,3,4,5,3,5,5,4,3,4,5
"11174","European",31,"Yes","Male","Right",1,"US",3,2,3,2,4,5,2,1,2,2,2,1,1,1,1,4,1,4,3,5,1,1,1,1,1,1,1,1,5,5,2,5,1,4,5,1,3,2,4,3,5,5,5,5,4,5,5,5,5,5
"11175","North African and Other",30,"Yes","Female","Right",1,"US",1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,1,2,3,1,1,2,4,3,2,2,3,3,1,1,5,3,4,5,2,1,3,5
"11176","European",23,"Yes","Female","Right",1,"US",5,4,2,4,4,5,5,2,2,1,1,1,1,2,2,5,1,5,5,5,3,1,4,3,3,2,3,3,1,5,5,5,5,4,5,1,5,1,5,5,5,2,4,3,4,3,4,5,5,3
"11177","Indian",24,"No","Male","Right",1,"IN",5,2,5,5,3,5,5,5,5,5,2,3,4,3,5,1,3,1,1,5,5,3,1,2,1,1,1,1,5,5,1,1,1,1,3,5,1,5,1,1,4,5,4,5,5,5,5,1,5,5
"11178","Indian",24,"No","Female","Right",1,"IN",4,3,3,2,1,3,1,1,2,2,5,1,5,5,5,1,5,1,3,1,1,3,1,1,1,4,4,1,4,5,3,1,4,1,2,5,2,3,1,2,3,5,4,2,1,3,5,4,5,5
"11179","Other",38,"No","Male","Right",1,"IN",3,2,2,2,4,3,3,2,3,2,4,2,4,2,4,2,2,2,2,4,2,1,2,1,3,2,2,2,4,5,2,2,4,2,1,2,1,3,1,2,4,4,2,2,5,4,4,2,4,5
"11180","European",27,"Yes","Female","Right",1,"US",2,3,2,2,2,3,1,2,2,2,2,1,1,1,2,5,1,5,5,4,1,2,3,1,1,1,1,3,5,2,3,5,2,5,5,1,5,2,5,2,5,2,2,4,5,3,5,5,4,5
"11181","European",37,"Yes","Male","Right",2,"US",4,4,4,3,3,3,3,3,4,2,4,3,2,2,4,2,2,4,3,2,3,2,1,2,4,1,3,3,4,4,2,2,1,4,1,4,2,4,2,2,2,3,5,3,5,5,4,2,5,5
"11182","European",18,"No","Male","Right",2,"US",4,4,3,4,3,4,5,4,3,4,2,2,3,2,1,3,1,5,4,5,1,1,3,2,2,4,1,2,4,3,4,4,2,4,5,1,5,2,5,4,4,1,4,5,4,5,5,5,5,5
"11183","European",58,"Yes","Female","Right",5,"US",4,4,4,5,5,5,3,3,2,4,3,3,4,4,4,1,4,2,2,2,1,2,1,2,3,1,2,2,4,5,2,4,3,1,3,5,2,3,2,2,4,3,5,4,5,5,5,2,2,5
"11184","Middle East",31,"No","Female","Right",5,"AE",1,4,4,3,4,5,5,1,2,4,3,4,3,1,2,2,2,2,3,1,3,1,1,1,1,1,1,1,5,4,1,3,2,1,3,3,4,2,3,1,3,3,3,3,4,3,3,3,3,3
"11185","European",19,"Yes","Male","Right",1,"US",3,3,2,2,4,4,4,1,2,2,2,5,1,4,5,1,5,1,1,1,2,4,5,3,3,3,2,2,4,2,2,5,1,2,4,1,1,5,5,2,4,5,5,5,5,5,5,4,2,5
"11186","South East Asian",18,"No","Female","Right",1,"PH",5,4,4,3,3,3,1,5,5,3,2,5,2,4,3,2,1,5,5,2,1,2,4,3,3,1,3,3,3,4,3,2,2,3,5,1,3,5,4,3,4,4,4,3,4,4,4,2,5,3
"11187","Other",25,"Yes","Male","Right",1,"IN",1,3,2,2,3,3,2,2,1,1,2,3,2,2,2,4,2,3,4,3,1,3,1,1,2,1,2,3,5,4,2,1,1,2,3,1,1,4,2,3,3,3,3,3,3,3,3,3,5,3
"11188","European",18,"No","Male","Right",2,"US",5,4,2,3,4,5,5,2,2,2,1,1,1,1,1,4,1,5,4,5,2,1,3,2,1,4,1,3,4,2,4,5,2,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"11189","North African and Other",17,"Yes","Female","Right",5,"US",3,2,3,4,3,4,2,2,2,1,2,3,2,1,4,2,4,1,3,1,5,2,2,2,2,2,1,2,3,4,3,1,1,2,3,5,2,4,2,3,3,3,3,4,3,4,3,3,3,3
"11190","South East Asian",27,"No","Male","Right",2,"HK",4,5,5,3,4,5,4,4,4,4,4,4,3,4,4,1,3,2,2,1,1,1,2,2,1,4,1,2,4,4,2,2,2,1,3,3,3,4,2,3,4,5,4,5,4,4,4,3,5,4
"11191","Native American",17,"Yes","Female","Right",1,"CA",2,1,1,2,1,3,1,1,1,1,1,4,1,4,4,2,4,3,2,5,4,3,3,3,3,3,3,1,3,3,1,3,1,4,5,4,3,2,5,3,5,3,4,3,3,4,4,4,5,4
"11192","European",64,"Yes","Male","Right",2,"US",2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,3,3,2,3,2,2,1,1,2,3,1,2,4,4,3,3,4,3,2,4,3,2,4,4,4,4,2,3,4,3,4,2,3,3,3
"11193","European",18,"Yes","Female","Right",1,"CA",2,5,5,5,5,5,3,4,5,4,1,4,1,1,4,2,3,1,1,4,1,1,3,1,1,1,1,2,4,4,3,5,3,4,5,2,3,1,5,3,3,3,4,5,3,4,3,1,5,2
"11194","South East Asian",27,"Yes","Female","Right",1,"SG",5,5,5,5,5,5,5,5,5,5,5,3,4,1,2,4,4,2,2,3,1,1,1,1,1,1,1,1,5,5,1,1,2,1,1,5,4,5,1,2,5,5,5,4,5,5,5,5,5,5
"11195","South East Asian",20,"No","Female","Left",3,"MY",4,5,4,4,3,4,4,2,3,2,2,3,3,3,2,2,3,3,3,3,4,4,3,1,3,3,3,3,3,2,3,2,4,3,3,2,5,3,4,3,2,3,4,3,2,3,2,2,3,2
"11196","South East Asian",20,"No","Female","Right",3,"MY",4,3,3,3,3,3,2,3,3,4,3,2,4,3,3,4,2,4,3,3,3,4,3,2,2,3,1,3,4,3,4,3,3,4,3,1,4,2,2,2,2,2,4,4,3,3,1,3,3,3
"11197","South East Asian",20,"No","Male","Right",5,"MY",2,3,3,2,4,3,3,2,4,2,1,3,1,2,2,2,4,1,1,3,2,1,1,1,2,1,1,1,5,4,3,3,3,3,5,1,1,3,4,2,4,4,2,3,2,1,2,2,5,1
"11198","South East Asian",20,"No","Male","Right",3,"MY",3,1,3,2,1,2,2,1,2,2,1,3,1,4,4,1,4,3,2,2,5,4,4,2,3,3,5,2,3,3,4,1,4,5,4,3,4,3,3,3,2,1,1,2,2,4,3,2,4,3
"11199","South East Asian",20,"No","Female","Left",3,"US",4,4,3,4,3,3,4,3,5,1,4,4,4,4,2,1,1,4,1,2,4,2,1,2,2,1,3,3,5,4,3,1,2,3,3,3,4,4,2,2,3,4,5,3,3,5,5,2,3,3
"11200","Indian",28,"No","Male","Right",1,"A1",3,4,4,1,2,5,4,2,4,2,2,4,1,3,4,1,3,3,2,3,1,2,1,1,2,1,2,2,5,3,2,5,1,2,3,5,2,1,1,2,3,4,5,3,4,2,4,1,4,4
"11201","European",54,"Yes","Female","Right",2,"SE",5,4,5,4,5,4,5,4,2,4,3,3,3,3,3,4,3,3,3,3,5,1,2,1,1,1,1,1,5,5,2,1,3,2,2,4,2,4,2,2,5,5,4,5,4,4,5,5,4,4
"11202","Native American",19,"Yes","Female","Left",5,"US",5,5,5,4,5,5,4,2,4,2,3,4,4,4,3,3,3,2,4,1,1,2,1,1,2,1,1,3,4,4,4,3,3,2,3,4,2,3,4,3,4,3,4,1,4,5,3,3,3,5
"11203","Indian",38,"Yes","Male","Right",1,"IN",5,1,5,1,5,1,5,2,5,2,1,5,1,5,1,5,2,5,4,5,5,1,5,1,5,1,4,1,4,5,1,5,1,5,1,1,1,2,1,2,5,1,5,1,5,1,5,4,5,4
"11204","European",37,"No","Male","Right",5,"NO",3,3,5,3,3,4,4,3,5,3,4,4,1,3,4,1,4,1,2,2,1,3,3,3,2,3,2,4,3,2,2,3,2,2,3,4,1,4,2,3,3,3,3,3,4,4,3,3,4,3
"11205","European",52,"Yes","Female","Right",1,"NZ",2,2,4,2,4,4,2,2,4,4,4,3,2,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,3,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4
"11206","European",36,"No","Female","Right",1,"AU",3,4,4,4,4,4,4,3,3,3,3,4,3,4,3,2,4,1,2,1,2,1,2,1,3,2,2,2,4,3,3,3,2,2,3,4,3,3,3,3,3,4,4,4,4,4,5,1,3,3
"11207","European",48,"Yes","Female","Right",5,"GB",5,5,5,5,5,5,5,3,5,2,5,5,2,5,3,3,5,1,1,1,5,1,2,1,1,1,1,1,5,5,1,1,1,1,1,5,1,5,1,1,3,2,5,3,4,5,5,3,3,5
"11208","Middle East",42,"Yes","Male","Right",1,"US",3,3,3,4,3,3,3,3,3,3,2,2,1,1,3,3,3,2,2,3,1,1,1,1,1,2,1,2,5,4,4,4,4,3,5,1,3,3,4,3,4,5,5,5,4,2,4,3,5,3
"11209","Other",36,"No","Female","Right",2,"AU",3,4,3,3,3,4,1,3,3,2,1,2,1,3,1,5,1,5,5,3,5,1,5,1,1,1,3,2,5,5,4,3,4,3,3,2,3,3,4,3,4,3,5,4,2,5,3,4,5,4
"11210","Indian",23,"No","Male","Right",1,"IN",4,3,4,2,2,4,3,2,4,2,4,4,3,3,4,3,1,5,3,5,5,2,2,4,2,5,4,3,2,4,2,2,3,2,3,5,3,4,2,2,2,3,5,4,4,3,4,2,3,3
"11211","Indian",27,"No","Male","Right",1,"IN",4,5,5,3,5,4,5,3,5,3,3,5,2,3,3,3,3,2,3,2,2,1,2,1,3,1,2,2,5,5,1,3,1,2,3,4,1,4,1,1,5,4,5,4,4,5,5,4,5,5
"11212","European",36,"Yes","Male","Right",1,"CA",2,2,2,2,3,3,3,2,2,1,2,2,1,1,2,4,2,3,5,5,2,2,3,2,1,2,2,2,3,3,5,5,2,4,5,1,3,2,5,2,4,5,3,5,5,3,5,4,5,5
"11213","West African",28,"Yes","Female","Right",2,"JM",1,1,1,1,1,2,1,1,1,1,5,4,3,3,1,4,3,2,4,1,4,4,1,3,4,3,5,4,2,3,3,4,5,2,5,1,4,2,5,3,4,5,5,5,5,5,5,4,5,4
"11214","European",35,"No","Female","Right",1,"RS",3,1,1,1,2,3,2,1,1,1,2,4,2,4,3,3,3,2,2,2,1,1,1,1,2,2,2,2,4,3,2,1,1,1,3,5,1,3,3,2,3,5,3,4,4,5,4,3,5,3
"11215","European",33,"Yes","Female","Right",1,"GB",1,4,3,2,3,4,1,3,4,2,3,4,4,4,3,3,2,2,3,2,1,2,1,1,2,2,2,2,4,3,2,5,2,1,5,1,4,4,4,1,5,5,4,5,5,5,5,5,5,4
"11216","Middle East",50,"No","Female","Right",1,"LB",1,2,2,1,3,2,1,1,1,1,3,5,2,4,5,1,5,1,1,1,4,4,1,1,2,2,1,3,5,5,3,1,1,1,3,5,1,2,2,2,4,3,3,3,4,4,4,3,4,4
"11217","North East Asian",21,"Yes","Female","Right",1,"PH",3,3,2,2,3,3,5,1,5,1,2,3,2,4,3,4,1,5,5,5,3,2,4,2,3,3,5,1,5,5,2,4,2,4,3,3,1,1,1,1,3,2,4,2,3,3,5,3,5,5
"11218","European",30,"No","Male","Right",2,"IT",1,1,2,1,1,1,1,1,5,1,2,3,2,1,3,4,2,5,3,5,3,3,1,2,3,1,3,5,3,1,4,1,2,1,2,4,3,5,2,3,4,4,4,4,3,4,2,3,5,3
"11219","South East Asian",17,"No","Female","Right",1,"PH",1,4,4,2,4,4,1,1,1,1,1,1,1,1,1,5,1,4,4,5,3,1,3,3,3,3,1,2,3,4,3,3,3,5,4,3,1,3,3,2,4,3,5,5,4,5,4,4,5,4
"11220","Other",36,"No","Male","Right",5,"AE",4,5,5,5,5,5,5,5,5,5,5,2,1,2,5,4,1,5,5,4,1,1,1,2,2,1,1,1,4,5,3,1,3,1,5,5,1,5,5,1,5,5,5,3,5,5,5,1,5,5
"11221","South East Asian",22,"No","Male","Left",1,"BN",1,1,1,1,1,1,1,1,1,1,2,5,2,3,3,3,4,2,4,2,3,2,1,2,3,3,2,4,3,3,4,5,2,3,2,2,2,2,2,3,4,1,3,1,4,3,2,4,4,3
"11222","European",21,"Yes","Male","Right",1,"US",1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,5,1,5,5,5,1,1,1,1,1,1,2,2,5,4,5,5,3,4,4,1,2,3,5,1,3,5,4,5,4,4,5,3,4,3
"11223","European",21,"Yes","Female","Right",2,"US",4,4,5,3,5,4,5,3,5,4,1,2,1,3,3,4,1,5,4,2,1,2,4,2,1,2,1,1,3,4,1,3,1,3,2,4,1,3,1,2,3,4,5,3,4,4,5,3,5,5
"11224","Indian",37,"No","Male","Right",1,"IN",5,1,5,3,5,2,1,3,5,4,2,1,5,4,3,5,3,3,3,3,1,1,1,1,3,3,2,1,5,1,1,5,1,5,3,1,1,5,1,1,3,3,3,1,5,4,5,3,5,4
"11225","Other",43,"Yes","Female","Right",5,"US",1,4,2,1,2,4,1,1,1,2,1,4,1,2,2,5,3,2,1,2,1,1,1,1,2,1,2,1,5,4,1,2,1,1,2,2,1,5,1,1,5,3,4,5,5,5,5,4,5,5
"11226","Other",19,"No","Female","Right",1,"PH",4,3,3,3,3,2,2,4,2,2,3,5,4,3,2,3,2,4,3,2,4,2,3,2,1,3,2,3,4,4,4,2,3,3,5,4,4,4,5,4,1,2,4,4,4,5,4,2,4,4
"11227","European",22,"Yes","Female","Right",2,"AU",4,5,4,4,5,5,5,2,4,5,1,3,1,1,4,4,1,4,5,5,1,1,2,1,1,3,1,1,5,5,4,5,1,5,5,1,2,3,4,1,5,4,5,5,3,4,3,4,5,3
"11228","Other",47,"Yes","Female","Right",2,"PH",5,5,4,5,4,4,4,2,2,2,4,2,2,3,3,2,5,1,2,3,2,1,1,1,1,1,2,1,5,5,2,1,1,2,2,1,3,5,1,1,4,3,5,4,5,5,5,3,5,5
"11229","European",17,"Yes","Female","Right",2,"US",1,1,1,1,1,3,1,1,1,2,3,4,4,5,5,1,1,4,3,1,4,3,4,3,4,3,4,4,2,1,3,4,2,4,4,3,2,1,5,2,5,4,5,4,4,5,4,4,4,5
"11230","European",38,"Yes","Male","Right",1,"AU",4,4,5,5,4,5,2,4,5,4,5,5,5,5,5,1,5,1,1,1,1,1,1,1,1,2,1,1,4,5,1,1,1,1,1,5,1,5,2,1,5,5,5,4,5,5,5,2,5,5
"11231","Other",24,"No","Male","Right",1,"DE",5,3,4,3,3,2,5,1,4,3,4,5,4,5,2,4,3,2,4,1,1,3,3,2,1,3,2,4,4,5,5,5,3,4,5,1,5,3,4,3,4,5,5,5,4,5,5,4,5,5
"11232","West African",25,"No","Female","Right",1,"NG",5,3,5,3,5,4,4,2,4,4,4,2,3,3,2,1,5,1,1,4,1,2,1,1,1,3,1,3,4,5,2,1,1,1,2,5,3,5,1,1,5,4,4,4,5,5,5,3,4,4
"11233","South East Asian",39,"Yes","Male","Right",2,"US",1,3,2,2,4,5,2,2,4,2,3,4,4,4,5,2,4,2,3,2,3,4,2,2,2,2,4,1,3,4,1,1,1,2,4,5,1,4,3,1,5,5,3,5,4,4,4,5,5,4
"11234","European",39,"No","Male","Right",1,"RS",2,5,5,2,5,5,2,4,2,5,1,2,1,1,1,5,1,4,4,4,2,1,1,2,2,1,2,4,5,5,2,4,2,1,2,2,1,2,2,2,5,4,4,2,5,4,5,2,4,5
"11235","Middle East",16,"Yes","Female","Right",5,"US",3,5,3,3,3,4,3,1,1,1,1,2,1,2,4,2,4,4,5,3,5,1,3,1,1,1,1,3,3,3,1,2,3,2,4,3,3,3,4,3,3,4,3,4,3,3,3,3,1,4
"11236","European",15,"Yes","Female","Left",1,"US",2,4,5,3,4,4,4,4,3,2,2,4,2,4,2,3,3,2,2,3,2,2,2,1,2,1,2,1,4,5,3,5,2,3,4,3,1,4,2,2,4,4,5,4,5,4,4,4,5,4
"11237","European",16,"Yes","Male","Right",1,"GB",1,2,3,2,2,2,1,2,2,1,2,3,2,3,4,4,1,4,5,3,4,4,4,4,4,1,4,3,4,3,1,2,2,3,5,2,2,2,5,3,4,4,5,4,2,5,4,5,4,2
"11238","Indian",26,"No","Male","Right",1,"IN",5,1,1,1,5,1,1,5,5,5,1,5,1,1,1,5,1,5,5,1,5,1,1,1,1,1,5,1,5,5,5,1,1,1,5,5,1,1,5,1,1,1,5,5,5,5,1,5,5,5
"11239","European",48,"Yes","Female","Right",1,"US",3,5,4,5,4,5,5,5,4,5,2,2,2,1,2,3,5,2,4,4,5,1,3,1,1,1,1,1,4,4,4,1,1,1,1,4,1,5,2,2,5,5,3,5,3,4,5,4,4,2
"11240","South East Asian",15,"No","Male","Right",1,"MY",4,3,4,2,2,4,2,2,5,1,3,5,2,4,3,2,5,1,3,2,4,1,2,1,1,3,1,3,5,3,3,1,1,3,2,4,5,3,1,3,3,5,4,5,3,3,4,1,5,5
"11241","Middle East",17,"Yes","Male","Right",5,"CA",4,5,4,3,3,4,3,4,4,1,3,3,2,2,3,3,3,3,4,2,2,3,5,2,2,3,2,1,4,4,2,3,3,4,4,3,2,2,2,2,4,2,3,2,3,4,3,2,5,4
"11242","Indian",23,"Yes","Female","Right",1,"IN",1,1,2,2,1,2,4,1,5,1,4,2,2,1,5,5,1,5,4,1,1,1,1,1,1,1,1,1,5,4,4,3,1,1,3,2,1,2,2,2,1,5,5,5,5,5,5,3,4,5
"11243","Other",20,"No","Female","Right",1,"IN",1,2,1,1,1,1,1,1,1,1,3,5,1,5,1,5,1,5,1,1,2,2,2,5,1,1,5,1,1,5,1,1,1,3,1,5,1,1,5,5,2,1,5,5,1,5,2,1,5,3
"11244","European",16,"Yes","Male","Right",1,"US",1,2,1,1,1,3,1,1,1,1,1,2,1,3,1,5,2,4,5,5,2,3,1,2,2,1,3,3,5,3,5,4,4,3,3,1,4,4,5,4,3,1,1,1,3,4,2,1,4,1
"11245","European",52,"Yes","Male","Right",2,"US",1,2,1,1,2,1,2,1,1,1,5,5,5,1,4,1,1,5,1,5,4,4,1,4,4,3,4,3,1,3,2,3,1,2,3,3,3,5,3,1,5,5,5,5,5,5,5,5,5,5
"11246","North East Asian",23,"Yes","Male","Right",1,"US",3,4,5,4,4,4,4,4,4,4,2,3,2,4,4,3,3,2,2,2,1,1,1,2,2,2,2,2,4,4,2,2,1,2,2,2,2,4,2,2,3,4,5,4,4,4,4,3,4,5
"11247","European",60,"Yes","Male","Left",1,"GB",2,4,4,4,5,4,4,4,4,4,4,2,2,3,4,4,2,4,4,2,2,2,4,2,2,3,2,2,3,4,4,5,4,3,4,2,4,2,4,3,5,5,5,5,4,5,4,5,3,4
"11248","South East Asian",33,"No","Male","Right",1,"AU",3,5,1,5,4,5,2,4,5,4,4,5,4,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,1,2,5,5,2,5,2,2,5,5,2,2,4,4,5,2,1,4
"11249","Other",17,"Yes","Female","Right",5,"PK",5,4,4,1,3,3,2,3,4,1,1,2,1,4,2,5,4,3,5,5,5,3,1,1,1,1,3,2,5,5,2,1,2,3,5,2,3,3,1,1,3,4,4,4,3,5,3,2,5,3
"11250","European",17,"Yes","Female","Right",5,"GB",3,4,4,3,4,4,3,2,2,2,3,3,2,3,3,4,1,4,2,3,1,1,2,1,1,2,2,1,5,3,4,4,3,4,5,1,4,2,4,4,1,3,5,4,3,4,3,2,4,4
"11251","European",17,"Yes","Female","Right",1,"US",2,4,4,3,4,4,3,3,4,1,2,2,2,3,5,4,2,3,4,2,4,3,1,4,2,2,2,3,1,3,3,2,3,2,3,4,2,4,3,2,4,5,5,4,4,5,4,3,3,4
"11252","South East Asian",22,"No","Female","Right",5,"MY",4,3,4,2,5,3,5,4,2,4,3,5,3,3,2,4,2,3,2,3,1,1,2,1,2,1,2,2,4,3,3,5,4,2,4,2,4,2,2,2,4,2,4,2,3,4,4,4,4,3
"11253","Other",20,"No","Female","Right",5,"TR",5,5,5,4,4,4,5,4,2,4,4,4,3,2,4,2,4,2,2,1,2,1,4,2,2,2,1,2,4,3,2,4,3,3,4,2,4,3,4,4,3,4,5,2,4,1,5,2,3,4
"11254","Other",18,"No","Male","Right",1,"A2",1,4,4,2,4,4,1,4,4,2,4,4,3,4,2,4,2,4,2,4,4,2,5,1,2,3,2,2,2,3,4,4,2,4,5,2,5,3,5,2,3,5,5,5,4,5,4,5,3,5
"11255","South East Asian",23,"Yes","Male","Right",1,"PH",5,4,4,4,4,4,5,3,5,4,5,5,5,1,5,2,4,2,2,1,1,1,3,2,2,3,2,3,2,4,4,1,3,4,4,5,3,5,5,2,3,5,4,5,4,5,5,3,5,5
"11256","European",34,"Yes","Male","Right",5,"US",5,5,5,5,5,5,5,4,5,4,3,2,1,4,2,4,2,2,4,2,2,2,2,3,3,1,1,2,5,4,3,4,4,3,4,2,3,5,2,3,5,4,3,2,5,3,5,4,2,5
"11257","Other",22,"Yes","Female","Right",5,"US",5,5,5,5,5,1,1,1,1,1,5,5,5,1,5,5,1,5,5,1,1,1,1,1,5,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,1,5
"11258","Other",22,"Yes","Female","Right",2,"GB",5,5,5,5,5,5,5,5,5,5,1,2,2,5,2,1,3,1,4,1,4,1,3,4,4,3,4,3,3,5,2,1,5,1,2,5,1,5,3,1,5,5,5,1,5,5,5,5,2,5
"11259","Other",49,"No","Male","Right",5,"CN",3,3,4,3,5,4,1,2,5,4,3,4,1,3,1,5,5,3,2,2,1,1,1,1,1,1,1,1,5,5,1,1,1,2,1,5,1,5,1,1,4,2,4,2,4,3,5,1,5,4
"11260","European",64,"Yes","Male","Right",2,"DK",3,4,4,3,3,5,4,4,4,4,3,4,3,4,5,2,5,1,3,1,1,1,3,1,1,2,1,1,4,5,1,3,2,1,2,4,2,5,3,2,5,5,5,5,5,5,5,5,4,5
"11261","Other",15,"Yes","Female","Right",2,"US",3,5,4,4,4,4,4,2,4,4,1,5,1,4,4,3,5,1,3,1,1,1,1,1,3,1,2,1,5,4,1,1,1,2,1,5,1,5,1,1,5,5,5,5,4,5,5,5,5,5
"11262","Other",24,"No","Male","Right",1,"IN",4,2,4,3,3,3,2,4,4,3,1,2,3,4,2,2,2,2,3,5,2,3,1,1,2,1,3,2,4,5,1,3,1,1,3,4,4,4,2,2,4,3,4,4,3,5,4,1,4,5
"11263","Other",17,"No","Female","Right",1,"AE",5,5,5,3,5,4,5,5,5,2,1,2,1,4,1,4,2,4,4,4,5,1,3,1,3,1,1,1,5,5,3,3,4,4,5,2,2,3,3,2,3,3,4,3,5,5,4,2,4,5
"11264","Indian",23,"No","Female","Right",1,"PK",3,5,4,1,5,5,5,4,4,1,4,5,1,3,1,5,1,5,1,3,4,1,3,1,1,1,1,1,5,5,3,3,1,5,3,5,1,3,5,1,1,2,5,5,4,5,5,4,5,3
"11265","European",36,"Yes","Female","Right",5,"CA",3,4,2,3,4,4,3,2,2,2,3,3,2,3,3,3,4,1,2,3,1,1,2,1,2,2,2,2,4,4,2,4,2,1,2,3,2,3,2,1,3,4,4,5,4,4,4,3,4,4
"11266","Middle East",27,"No","Female","Left",2,"NO",4,5,5,4,5,5,5,5,5,4,2,4,2,2,2,4,2,4,4,4,1,2,3,1,2,2,2,2,5,3,3,4,4,3,3,1,5,3,3,3,5,4,5,5,5,5,4,5,5,5
"11267","European",24,"Yes","Male","Right",5,"US",3,2,4,3,4,2,3,3,3,2,5,5,4,5,5,1,3,1,2,1,2,3,1,3,4,3,3,3,1,3,2,3,3,3,3,3,2,5,2,2,3,2,1,2,4,3,4,3,2,4
"11268","European",52,"Yes","Male","Right",1,"US",3,4,4,3,4,4,3,3,3,3,3,4,2,4,3,2,3,3,3,2,2,2,2,2,2,3,2,2,5,4,2,4,1,2,4,2,2,4,3,2,5,4,5,4,4,5,4,5,5,4
"11269","European",23,"Yes","Female","Right",2,"US",4,4,5,5,5,5,4,4,3,4,4,5,4,4,5,1,5,1,1,1,1,1,1,1,1,2,1,1,4,5,2,1,4,1,4,5,1,5,1,2,4,5,4,5,5,5,5,4,5,5
"11270","South East Asian",22,"Yes","Male","Right",2,"US",4,4,5,4,5,4,3,4,5,4,4,4,2,4,3,2,4,2,2,2,2,2,3,2,2,3,2,2,4,4,2,2,4,3,5,4,3,4,2,2,5,5,3,4,5,2,5,5,4,5
"11271","Mixed",33,"Yes","Female","Left",1,"US",2,1,5,2,2,2,2,4,4,1,3,3,3,2,3,3,4,2,4,2,4,2,4,5,4,4,4,4,2,4,2,2,1,2,2,2,1,5,1,2,4,2,2,2,3,2,4,3,5,4
"11272","European",45,"Yes","Female","Right",1,"US",4,5,5,5,5,5,3,5,4,4,3,3,2,3,3,2,4,2,2,2,1,1,1,1,1,1,1,1,3,5,3,5,1,3,4,1,3,5,3,1,5,5,5,5,5,5,5,4,4,5
"11273","European",26,"No","Female","Right",2,"RO",1,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,4,4,4,4,3,1,3,3,2,3,2,2,2,5,4,2,2,4,4,2,3,2,2,3,4,3,4,2,4,4,3,4,3
"11274","Indian",30,"Yes","Female","Right",1,"US",3,2,4,4,4,3,2,3,4,4,1,3,2,2,3,3,3,3,3,1,1,1,1,1,2,1,2,2,4,5,3,3,2,1,4,4,2,3,2,3,1,3,2,3,3,3,3,2,3,3
"11275","Other",29,"Yes","Female","Right",2,"US",1,3,4,1,3,4,2,1,2,1,4,4,1,3,5,1,5,1,1,3,1,2,1,1,1,1,3,1,5,5,1,4,3,1,1,4,1,5,1,4,3,3,5,5,4,5,3,3,4,4
